Cave_ID	Cave_Name	Cave_Synonyms	Cave_Type	Region	Subregion	Municipality	Settlement	Longitude	Latitude	Altitude	Location_Status	Cave_short_references	Reference_ID	Protection_Status	Cave_Description
185	Spilaio Melissotrypa		Natural	Thessalia	Larisa	Elassona	Kefalovryso	22.04904606178197	39.87764094125471	300	Location known	Vaxevanopoulos 2007	1140	GR1440003 - Antichasia Ori - Meteora - Spilaio Melissotrypa (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)|K717 - Mitrouna - Olympakos - Papamagoula Dimotikon Diamerismaton Palaiokastrou - Kefalovrysou - Kraneas ton Dimon Elassonas - Antichasion [Wildlife Refuge]: OGG 961/Β/2001	
186	Spilaia Faias Petras		Natural	Kentriki Makedonia	Serres	Sintiki	Faia Petra	23.437039286	41.273349547	200	Location known	Lindberg 1955b	871		
187	Spilaio Ano Marathospilio		Natural	Kriti	Rethymno	Mylopotamos	Kynigiana	24.690064533	35.315936105	489	Location known	Lindberg 1955a	870		
188	Spilaio Pestereta		Natural	Kentriki Makedonia	Serres	Serres	Oreini	23.59232093	41.194651976	753	Location known	Lindberg 1955b	871		
189	Spilaio Fantaxospiliara	Metaxospilio, Spiliara, Gria Spilia	Natural	Kriti	Rethymno	Rethymno	Prinos	24.643961666	35.392844997	142	Location known	Faure 1961|Petrocheilou 1970h|Petrocheilos 1953d|Lindberg 1955a	765|1027|962|870	K550 - Profitis Ilias (Angelianon-Prinou-Alfa): Joint Ministerial Decision 161757/ 3167/16.7.1981	
190	Spilaio Lamias		Natural	Kriti	Rethymno	Mylopotamos	Kynigiana	24.697292307	35.29912494	688	Location known	Lindberg 1955a	870	GR4330005 - Oros Idi (Vorizia, Geranoi, Kali Madara) (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
191	Spilaio Doxa		Natural	Kriti	Irakleio	Malevizi	Marathos	24.999251704	35.345178077	468	Location known	Gasparo 2003	1160		
192	Railway tunnel		Artificial	Thessalia	Larisa	Tempi	Ampelakia	22.581327	39.877460	33	Location known			GR1420005 - Aisthitiko Dasos Koiladas Tempon (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
193	Spilaio Agias Paraskevis		Natural	Thessalia	Larisa	Tempi	Ampelakia	22.585403793	39.880006391	41	Location known			GR1420005 - Aisthitiko Dasos Koiladas Tempon (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
194	Anonymous cave at Kallipefki		Natural	Thessalia	Larisa	Tempi	Kallipefki	22.459114	39.959634	1020	Unknown exact location			K187 - Aspropetra-Ailia (Kallipefkis) [Wildlife Refuge]: OGG 925/Β/1989	
195	Small cave near Larisa		Natural	Thessalia	Larisa	Larisa	Larisa	22.3909	39.609035	70	Unknown exact location				
196	Varathro Dovrenas		Natural	Dytiki Ellada	Aitoloakarnania	Agrinio	Lepenou	21.286517	38.691867	73	Location known			K316 - Petalas (Amfilochias-Kechrinias-Papadatou-Stanou) [Wildlife Refuge]: OGG 834/Β/1979	
197	Spilaio Kefalovrysou		Natural	Peloponnisos	Argolida	Argos - Mykines	ΚefaΙovrissο	22.472122055	37.697237245	782	Location known				
198	Spilaio Choirospilia		Natural	Ionioi Nisoi	Lefkada	Lefkada	Evgiros	20.654660623	38.617822224	119	Location known	Petrocheilou 1966b	1009		
199	Cave near Naousa		Natural	Kentriki Makedonia	Imathia	Naousa	Naousa	22.071338	40.635492	280	Unknown exact location				
200	Spilaio Megalou Alexandrou		Natural	Kentriki Makedonia	Imathia	Naousa	Naousa	22.074981647	40.633524268	270	Location known	Rémy 1951	1110		
201	Spilaio Oinois B'		Natural	Attiki	Anatoliki Attiki	Marathonas	Marathonas	23.931411531	38.15900564	80	Location known	Deligiorgi 1982|Deligiorgi-Alexopoulou 1980|Deligiorgi-Alexopoulou 1985a|Petrocheilos 1958c	756|757|758|973		
202	Spilaio Panagias Sarantaskaliotisas		Natural	Voreio Aigaio	Samos	Samos	Marathokambos	26.659200144	37.727685052	320	Location known	Kirdis & Papadopoulos 2000|Petrocheilou 1984|Petrocheilos 1952e	847|1073|1152	GR4120008 - Samos: Oros Kerkis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
203	Spilaio Agias Kyriakis		Natural	Ipeiros	Preveza	Parga	Parga	20.448080844	39.283677926	220	Location known	Pavlidis 1979|Bonzano & Calandri 1984	949|1159		
204	Cave at Vardousia Mount		Natural	Sterea Ellada	Fokida	Delfoi	Athanasios Diakos	22.174386	38.672706	1100	Unknown Location	Petrocheilou 1992d	1081	GR2450008 - Oros Vardousia (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
205	Spilaio Agiou Andrea		Natural	Dytiki Ellada	Aitoloakarnania	Amfilochia	Chalkiopouloi	21.382845696	38.992172787	1206	Location known	Petrocheilos 1957c|Bonzano & Calandri 1984	969|1159	K301 - Kanala (Valtou) [Wildlife Refuge]: OGG 700/Β/1980|GR2110006 - Koilada Acheloou and Ori Valtou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
206	Spilaio Dafnis		Natural	Sterea Ellada	Fokida	Lamieon	Dafni	22.1564	38.751289	1391	Unknown exact location				
207	Spilaio Agias Triadas Aboudiotisas		Natural	Sterea Ellada	Evvoia	Eretria	Kato Seta	23.933515684	38.55952668	874	Location known	Skouras 2000	1123	K630 - Kadditiko-Passiotiko-Maniakatiko Vouno (Kaddiou-Ag. Vlassiou-Manikion) [Wildlife Refuge]: OGG 689/Β/1976|GR2420011 - Ori Kentrikis Evvoias, Paraktia Zoni and Nisides (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
208	Spilaio Chiliadous		Natural	Sterea Ellada	Evvoia	Dirfys - Messapies	Paralia Chiliadou	23.930915653	38.666459249	14	Location known				
209	Spilaio Analipsis		Natural	Dytiki Ellada	Achaia	Patra	Pititsa	21.886945496	38.260594779	899	Location known			GR2320007 - Oros Panachaiko (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
210	Spilaio Limnis Avythou		Natural	Ionioi Nisoi	Kefalonia	Kefalonia	Agios Nikolaos	20.710341854	38.170921649	338	Location known	Petrocheilos 1959b	975		
211	Spilaio Drakospilia		Natural	Ionioi Nisoi	Kefalonia	Kefalonia	Chavriata	20.33861913	38.187653109	76	Location known	Theodorou 1989b	1128		
212	Spilaio Drogkaratis		Natural	Ionioi Nisoi	Kefalonia	Kefalonia	Chaliotata	20.628373788	38.227083526	56	Location known	Petrocheilou 1984	1073		
213	Spilaio Katarrakton		Natural	Kentriki Makedonia	Pella	Edessa	Edessa	22.055495723	40.803595516	270	Location known				
214	Spilaio Kourada		Natural	Kentriki Makedonia	Pella	Edessa	Nisista	21.899650122	40.812281628	512	Location known			GR1240008 - Oros Voras (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
215	Mine gallery of Atsitsa		Artificial	Sterea Ellada	Evvoia	Skyros	Atsitsa	24.472280556	38.913338889	98	Location known				
216	Cave near Lykouria		Natural	Dytiki Ellada	Achaia	Kalavryta	Lykouria	22.213079	37.862788	780	Unknown Location				
217	Spilaio Ermi		Natural	Peloponnisos	Korinthia	Xylokastro - Evrostini	Zireia	22.430839868	37.939754399	1664	Location known	Angelopoulou 1935|Petrocheilou 1972c	728|1039	GR2530006 - Oros Zireia (Kyllini) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
218	Spilaio Foros		Natural	Notio Aigaio	Andros	Andros	Aladinou	24.897339913	37.806907664	157	Location known	Petrocheilos 1937|Petrocheilou 1963d	952|997		
219	Spilaio Gaki		Natural	Thessalia	Karditsa	Limni Plastira	Mpelokomiti	21.713655761	39.246312246	1084	Location known			GR2430002 - Ori Agrafa (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
220	Spilaia Gouves		Natural	Ipeiros	Trikala	Amfilochia	Chalkiopoulo	21.384264	38.989195	1200	Unknown exact location			K301 - Kanala (Valtou) [Wildlife Refuge]: OGG 700/Β/1980|GR2110006 - Koilada Acheloou and Ori Valtou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
221	Spilaio Megali Katavothra		Natural	Sterea Ellada	Voiotia	Orchomenos	Agios Ioannis (Neo Kokkino)	23.258056	38.501389	128	Location known				
222	Spilaio Riganiou		Natural	Dytiki Ellada	Aitoloakarnania	Nafpaktos	Rigani	21.752722222	38.479888889	478	Location known				
223	Spilaio Stenis		Natural	Sterea Ellada	Evvoia	Dirfys - Messapies	Steni Dirfyos	23.837504728	38.583288706	414	Location known				
224	Varathro Tetrastomo		Natural	Thessalia	Magnisia	Almyros	Vrytaina	22.840721672	39.068604943	366	Location known				
225	Spilaio Varvaras		Natural	Peloponnisos	Lakonia	Sparti	Kryoneri	22.370304874	36.95106658	1520	Unknown exact location			GR2550009 - Oros Taygetos - Lagkada Trypis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
226	Spilaio Plaka II		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Areopoli	22.366155758	36.677639736	60	Location known	Lindberg 1955b	871	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
227	Spilaio Valiari		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Areopoli	22.367926453	36.679186855	50	Location known	Lindberg 1955b	871	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
228	Spilaio Megalo Spilio		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Kafiona	22.391245301	36.57575529	45	Location known			GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
229	Spilaio Plaka I		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Areopoli	22.365482028	36.677653367	60	Location known	Lindberg 1955b	871	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
230	Spilaio Agias Triadas		Natural	Sterea Ellada	Voiotia	Livadeia	Agia Triada	22.906972529	38.355252414	414	Location known				
231	Spilaio Ermi		Natural	Sterea Ellada	Voiotia	Orchomenos	Dionysos	22.942666122	38.50710089	221	Unknown exact location			K366 - Orchomenos (Dionysou-Prosiliou-Akontiou) [Wildlife Refuge]: OGG 402/Β/1983	
232	Spilaio Akontiou		Natural	Sterea Ellada	Voiotia	Livadeia	Akontio	22.879315	38.507806	200	Unknown exact location			K366 - Orchomenos (Dionysou-Prosiliou-Akontiou) [Wildlife Refuge]: OGG 402/Β/1983	
233	Spilaio Mavri Troupa	Spilaio Odyssea Androutsou	Natural	Sterea Ellada	Fthiotida	Amfikleia - Elateia	Tithoraia	22.658401	38.571539	850	Location known			GR2410002 - Oros Parnassos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
234	Quary "Metalleio" of Agios Kirykos		Artificial	Voreio Aigaio	Samos	Ikaria	Agios Kirykos	26.294203474	37.619066727	43	Location known				
235	Spilaio Paralias Potami		Natural	Voreio Aigaio	Samos	Samos	Karlovasi	26.660895	37.788566	5	Unknown exact location			GR4120008 - Samos: Oros Kerkis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
236	Spilaio sto Boutsi		Natural	Dytiki Makedonia	Florina	Prespes	Krystalopigi	21.145875379	40.638847622	1661	Location known				
237	Spilaio Petra Jama		Natural	Dytiki Makedonia	Florina	Prespes	Krystalopigi	21.104229014	40.616773506	1510	Location known				
238	Cave south of Epos		Natural	Ipeiros	Ioannina	Zagori	Papigko	20.743893	39.945162	1750	Unknown exact location			GR2130009 - Oros Tymfi (Gkamila) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
239	Spilaio Profiti Ilia		Natural	Sterea Ellada	Fthiotida	Distomo - Arachova - Antikyra	Arachova	22.5972	38.538792	2000	Unknown exact location			K353 - Asprochoma-Psilo-Prontoli-Kelari (Arachovas) [Wildlife Refuge]: OGG 1043/Β/1976|GR2410002 - Oros Parnassos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
240	Cave on the road to Fterolakka		Natural	Sterea Ellada	Fthiotida	Amfikleia - Elateia	Fterolakkia	22.577078	38.572754	1600	Unknown exact location			GR2410002 - Oros Parnassos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
241	Spilaio Askitotrypa		Natural	Anatoliki Makedonia-Thraki	Kavala	Pangaio	Nikisiani	24.106260753	40.946601951	1178	Location known			K732 - Pangaio Oros Dimon Pangaiou - Eleftheroupolis - Piereon - Orfanou [Wildlife Refuge]: OGG 625/Β/2001|GR1150011 - Oros Pangaio and Noties Yporeies Tou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
242	Spilaio Katavothra Oitis		Natural	Sterea Ellada	Fokida	Delfoi	Pyra	22.29893808427829	38.77178732154066	1553	Location known				
243	Spilaio Agiou Theodorou		Natural	Anatoliki Makedonia-Thraki	Drama	Kato Nevrokopi	Kato Nevrokopi	23.907621682	41.359865713	1188	Location known			K723 - Nevrokopi, Leivadakiou, Achladias, Mikrokleisouras, Volakos, Granitou Dimou Kato Nevrokopiou [Wildlife Refuge]: OGG 639/Β/2001	
244	Spilaio Pozzeto		Natural	Kentriki Makedonia	Imathia	Veroia	Seli	22.129871604	40.491300758	501	Location known				
245	Spilaio Stamataki		Natural	Ipeiros	Arta	Kentrika Tzoumerka	Melissourgoi	21.193756599	39.475798304	1990	Location known			GR2130013 - Evryteri Periochi Athamanikon Oreon (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
247	Spilaio Trapeza		Natural	Kriti	Lasithi	Oropedio Lasithiou	Tzermiado	25.49371890400001	35.197833269	853	Location known			GR4320002 - Dikti: Oropedio Lasithiou, Katharo, Selena, Krasi, Selakano, Chalasmeni Koryfi (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
248	Varathro Petrokotsyfou		Natural	Kriti	Irakleio	Chersonisos	Dia island	25.220571792	35.439814222	26	Location known	Paragamian 1992e	927	GR4310003 - Nisos Dia (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
249	Cave NW of Naousa		Natural	Kentriki Makedonia	Imathia	Naousa	Naousa	22.074617	40.635009	280	Unknown exact location				
250	Spilaio Kolympariou		Artificial	Kriti	Chania	Platanias	Kolympari	23.77593348341387	35.55185603368658	38	Location known	Lindberg 1955a	870	GR4340003 - Chersonisos Rodopou - Paralia Maleme (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
251	Spilaio Rachi		Natural	Attiki	Voreios Tomeas Attikis	Agia Paraskevi	Agia Paraskevi	23.83561937	38.001255261	341	Location known				
252	Kimmeria artificial galleries		Artificial	Anatoliki Makedonia-Thraki	Xanthi	Xanthi	Kimmeria	24.930596	41.150329	150	Location known			K802 - Panagias Kalamous Taxiarchon Dimou Xanthis [Wildlife Refuge]: OGG 931/Β/2001	
253	Spilaio Kamilata		Natural	Anatoliki Makedonia-Thraki	Evros	Soufli	Dadia	26.13337586102127	41.10163838370683	477	Location known			GR1110002 - Dasos Dadias - Soufli (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
254	Varathro Tafkos sta Petradolakia		Natural	Kriti	Rethymno	Anogeia	Anogeia	24.873204333	35.211678612	1472	Location known			GR4330005 - Oros Idi (Vorizia, Geranoi, Kali Madara) (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
255	Spilaio Achyrospilios		Natural	Kriti	Chania	Chania	Chordaki	24.14465795087644	35.59096489638018	114	Location known	Lindberg 1955a|Vasilopoulos 1959	870|1138	K898 - Stavros Chordaki Dimou Akrotiriou [Wildlife Refuge]: OGG 813/Β/2001	
256	Spilaio Agiou Thoma		Natural	Peloponnisos	Messinia	Dytiki Mani	Agios Nikolaos	22.279386382	36.825852105	6	Location known	Lindberg 1955b|Petrocheilos 1953a	871|959		
257	Spilaio Agias Sofias		Natural	Attiki	Nisoi Attikis	Kythira	Kalamos	23.01831075000001	36.14907423	94	Location known	Papadaki et al. 2006	919		
258	Anonymous cave at SE Karpathos		Natural	Notio Aigaio	Karpathos	Karpathos	Karpathos	27.226303841	35.509327755	6	Unknown exact location				
259	Spilaio Koumelou		Natural	Notio Aigaio	Rodos	Rodos	Arhangelos	28.134525939	36.190921491	53	Location known	Petrocheilou 1979c|Petrocheilou 1984	1067|1073	GR4210029 - Anatoliki Rodos: Profitis Ilias - Epta Piges - Ekvoli Loutani - Katergo, Rema Gadoura - Chersonisos Lindou - Nisides Pentanisa and Tetrapolis, Lofos Psalidi (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
260	Spilaio Chainospilios	Marmarospilia, Kamaraki cave	Natural	Kriti	Irakleio	Malevizi	Kamaraki	24.926047175	35.305081051	557	Location known	Foteinakis et al. 2006a	771		
261	Spilaio Oxo Latsidi		Natural	Kriti	Lasithi	Siteia	Sitanos	26.149615456	35.122660722	682	Location known	Platakis & Tsifetakis 1967|Platakis 1979	1088|1105		
262	Spilaio Platanousas		Natural	Ipeiros	Ioannina	Voreia Tzoumerka	Platanousa	21.006412966	39.415156633	541	Location known				
263	Spilaio Grava Tsouka		Natural	Ionioi Nisoi	Kerkyra	Kerkyra	Sokraki	19.767269894	39.708419773	587	Location known	Nikolopoulos & Martzoukos 1957b	906		
264	Spilaio Nymfis		Natural	Attiki	Anatoliki Attiki	Saronikos	Kouvaras	23.965765799	37.828267011	210	Location known	Stefanidis 1934|Anonymous 1935	1125|1153		
265	Spilaio Agiou Ioanni (Fousa)		Natural	Voreio Aigaio	Lesvos	Lesvos	Kato Tritos	26.41977504000001	39.080916069	155	Location known	Choutzaios 1982a|Choutzaios 1982b	751|752	K286 - Plati (Asomaton-Sykountos-Mychou) [Wildlife Refuge]: OGG 234/Β/1987|GR4110005 - Lesvos: Kolpos Geras, Elos Ntipi and Oros Olympos (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
266	Spilaio Kritsas		Natural	Kriti	Lasithi	Agios Nikolaos	Kritsa	25.643392954	35.160972038	404	Location known				
267	Spilaio Gkremos		Natural	Kentriki Makedonia	Pella	Edessa	Flamouria	22.013204556	40.75048076	316	Location known				
268	Spilaio Pera Spilia		Natural	Dytiki Ellada	Achaia	Erymanthos	Alepochori	21.808597	37.979179		Unknown Location				
269	Spilaio Fylaki	Phylaki	Natural	Anatoliki Makedonia-Thraki	Xanthi	Avdira	Avdira	24.961891003	40.98196514	108	Location known	Lindberg 1955b	871		
270	Spilaio Zeston Neron		Natural	Kentriki Makedonia	Serres	Sintiki	Sidirokastro	23.40051013700001	41.250508236	115	Location known	Lindberg 1955b	871	GR1260007 - Ori Vrontous - Lailias - Epimikes - spilaia Zesta Nera kai Katarrakton (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
271	Spilaio Zoure	Holy Fathers Cave, Spilaio Agion Pateron	Natural	Kriti	Chania	Kantanos - Selino	Azogyres	23.709419028	35.271712408	591	Location known	Lindberg 1955a|Ioannou 1970d|Faure 1955	870|801|1150		
272	Spilaio Kamariti		Natural	Kriti	Rethymno	Mylopotamos	Axos	24.835194765	35.3103888	510	Location known	Paragamian 1992l	934		
273	Spilaio Kromiri		Natural	Kriti	Chania	Platanias	Afrata	23.765473041	35.581641283	149	Location known			GR4340003 - Chersonisos Rodopou - Paralia Maleme (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
274	Spilaio sta Koufota		Natural	Kriti	Lasithi	Siteia	Agia Fotia	26.14729669	35.196498077	8	Location known				
275	Spilaio Karouba		Natural	Kriti	Lasithi	Siteia	NA				Unknown Location				
276	Spilaio Kato Peristeras		Natural	Kriti	Lasithi	Siteia	Karydi	26.189910582	35.13254328	610	Location known	Petrocheilou 1970i|Platakis 1964|Platakis 1979	1028|1099|1105		
277	Cave north of Naousa		Natural	Kentriki Makedonia	Imathia	Naousa	Naousa	22.071151	40.63697	280	Unknown exact location				
278	Spilaia Kerkyras		Natural	Ionioi Nisoi	Kerkyra	Kerkyra	NA				Unknown Location				
279	Anonymous cave at Omalos		Natural	Kriti	Chania	Platanias	Lakkoi	23.900042	35.332031		Location known			GR4340008 - Lefka Ori and Paraktia Zoni (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
280	Anonymous cave at Papigko		Natural	Ipeiros	Ioannina	Zagori	Papigko	20.734725	39.959247		Unknown exact location			GR2130009 - Oros Tymfi (Gkamila) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
281	Spilaio Agias Foteinis		Natural	Kriti	Irakleio	Chersonisos	Avdou	25.423531517	35.211057042	727	Location known	Faure 1955	1150		
282	Spilaio Gaidourotrypa		Natural	Kriti	Lasithi	Agios Nikolaos	Kritsa	25.61822808	35.159546249	770	Location known				
283	Spilaio Kalamitsi		Natural	Peloponnisos	Messinia	Dytiki Mani	Neo Proastio	22.24228496563054	36.87646335311372	103	Location known				
284	Spilaio Nerokourou		Natural	Kriti	Chania	Chania	Nerokouros	24.035955948	35.474530154	90	Location known				
285	Spilaio Nychteridon		Natural	Kentriki Makedonia	Chalkidiki	Nea Propontida	Petralona	23.169172686	40.368923511	344	Location known	Petrocheilos 1960	976	K820 - Petralona - Krini sti thesi Katsika Dimou Triglias [Wildlife Refuge]: OGG 570/Β/2001	
286	Spilaio Sarakinas		Natural	Kriti	Chania	Chania	Theriso	23.99073931703344	35.42891825801207	472	Location known			GR4340007 - Farangi Therissou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
287	Spilaio Agion Anargyron		Natural	Peloponnisos	Lakonia	Evrotas	Niata	22.844295957	36.874969444	374	Location known				
288	Spilaio Pigaza		Natural	Peloponnisos	Lakonia	Monemvasia	Sykea	22.969930556	36.720952778	153	Location known			GR2540007 - Ori Anatolikis Lakonias (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
289	Anonymous cave I at Kapnofyto		Natural	Kentriki Makedonia	Serres	Sintiki	Kapnofyto	23.47886082200001	41.295934047	316	Location known	Lindberg 1955b	871		
290	Spilaio Kaliakoudotrypa		Natural	Dytiki Ellada	Achaia	Kalavryta	Ano Lousoi	22.112966685	37.974902761	980	Location known	Ioannou 1972d	815		
291	Artificial cave at Valloga		Artificial	Anatoliki Makedonia-Thraki	Drama	Kato Nevrokopi	Granitis	23.911154	41.289132	940	Location known				
292	Spilaio Maara 1		Natural	Anatoliki Makedonia-Thraki	Drama	Drama	Xiropotamos	24.082361	41.196687		Location known				
293	Anonymous cave on Olympos Mount (310)		Natural	Thessalia	Larisa	Dion - Olympos	NA	22.397705	40.063936	2100	Unknown exact location			GR1250001 - Oros Olympos (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
294	Cave near the Sanctuary of Apollo		Natural	Notio Aigaio	Rodos	Rodos	Rodos	28.210472	36.439746	20	Unknown exact location				
295	Anonymous cave at Zoniana		Natural	Kriti	Rethymno	Mylopotamos	Zoniana	24.838691	35.297991		Unknown Location				
296	Spilaio Peristera		Natural	Kriti	Lasithi	Oropedio Lasithiou	Limnakaro	25.479902859	35.145882011	1209	Location known			GR4320010 - Lazaros Koryfi - Madara Diktis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
297	Anonymous cave at Trypi		Natural	Peloponnisos	Lakonia	Sparti	Trypi	22.30024	37.075211	780	Unknown exact location			GR2550009 - Oros Taygetos - Lagkada Trypis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
298	Spilaio Gouva II		Natural	Ipeiros	Trikala	Amfilochia	Chalkiopoulo	21.401116	38.988356	715	Unknown exact location	Bonzano & Calandri 1984	1159	K301 - Kanala (Valtou) [Wildlife Refuge]: OGG 700/Β/1980|GR2110006 - Koilada Acheloou and Ori Valtou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
299	Spilaio Trypa Rendes		Natural	Ipeiros	Arta	Georgios Karaiskakis	Skulikaria	21.273103138	39.17886968	1196	Location known			GR2110006 - Koilada Acheloou and Ori Valtou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
300	Spilaio of Agia Roumeli		Natural	Kriti	Chania	Sfakia	Agia Roumeli	23.964859752	35.232038928	25	Location known			GR4340014 - Ethnikos Drymos Samarias - Farangi Trypitis - Psilafi - Koustogerako (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
