Census_ID	Species_ID	Species	Cave_Name	Cave_ID	Reference_Short	Reference_ID
40686	625	Mediterranea ionica (Riedel & Subai, 1978)	Spilaio Anemotrypa	95	Riedel 1992|Riedel 1996	465|502
40727	625	Mediterranea ionica (Riedel & Subai, 1978)	Anonymus cave at Pantokrator Mt.	349	Käufel 1930|Riedel 1992|Riedel 1996	63|465|502
26960	626	Mediterranea juliae (Riedel, 1990)	Spilaio Megali Grava	4	Riedel 1990|Riedel 1992|Riedel 1996|Beron 2016	448|465|502|706
13776	628	Mediterranea mylonasi (Riedel, 1983)	Spilaio Skoteini	45	Riedel 1992|Riedel 1996|Beron 2016	465|502|706
37438	628	Mediterranea mylonasi (Riedel, 1983)	Spilaio Kyklopa	76	Beron 2016|Riedel 1996|Riedel 1992	706|502|465
40814	513	Medon beroni Coiffait, 1970	Spilaio Kamilari	74	Beron 2016|Bordoni 1980|Coiffait 1976|Coiffait 1969a|Assing 2017	706|327|275|216|1220
40815	513	Medon beroni Coiffait, 1970	Spilaio Melidoniou	58	Assing 2017|Beron 2016|Coiffait 1976|Coiffait 1969a|Bordoni 1980	1220|706|275|216|327
41711	514	Medon dilutus (Erichson, 1839)	Spilaio Leondariou	42	Beron 2016|Bordoni 1980|Coiffait 1969a|Lindberg 1955d	706|327|216|145
40371	515	Medon fusculus (Mannerheim, 1830)	Spilaio Alistratis	59	Paragamian 1992|Beron 2016	468|706
40832	516	Medon petrochilosi Coiffait, 1970	Spilaio Glyfadas Dirou	29	Coiffait 1970|Beron 2016|Coiffait 1976|Assing 2017	225|706|275|1220
41712	952	Medon pythonissa (Saulcy, 1864)	Spilaio Leondariou	42	Beron 2016|Coiffait 1969b	706|221
4361	517	Medon sp.	Spilaio Kontylos	92	Alexiou et al. 2014	681
17238	518	Megacyclops viridis (Jurine, 1820)	Spilaio Spiliara Almyrou	114	Lindberg 1956|Beron 2016	151|706
39484	518	Megacyclops viridis (Jurine, 1820)	Spilaio Maara	118	Lindberg 1955c|Lindberg 1955d|Beron 2016	142|145|706
26042	519	Megalepthyphantes collinus (L. Koch, 1872)	Spilaio Agiou Ioanni	1	Beron 2016	706
12996	520	Megalepthyphantes lydiae Wunderlich, 1994	Spilaio Agiou Ioanni	1	Naumova et al. 2016	708
2346	521	Megaphyllum brachyurum (Attems, 1899)	Spilaio Drakotrypa	38	Mauriès 1984a|Beron 2016	382|706
32693	522	Megaphyllum hercules (Verhoeff, 1901)	Spilaio Kyklopon	127	Lang 1964|Beron 2016	191|706
32695	522	Megaphyllum hercules (Verhoeff, 1901)	Spilaio Panos	8	Lang 1964|Beron 2016	191|706
32696	522	Megaphyllum hercules (Verhoeff, 1901)	Spilaio Siassiaki	130	Lang 1964|Beron 2016	191|706
32697	522	Megaphyllum hercules (Verhoeff, 1901)	Spilaio Chrysopigis	102	Lang 1964|Beron 2016	191|706
41713	522	Megaphyllum hercules (Verhoeff, 1901)	Spilaio Leondariou	42	Beron 2016|Lang 1964	706|191
34934	523	Megasternum boletophagum (Marsham, 1802)	Spilaio Mylou Katsouridi	112	Coiffait 1955|Beron 2016	134|706
17260	524	Melita palmata (Montagu, 1804)	Spilaio Melissanis	310	Beron 2016|Bou 1975	706|270
29870	525	Mendoza canestrinii (Ninni, 1868)	Spilaio Monis Mavriotisas	153	Bosmans & Chatzaki 2005|Beron 2016|Roewer 1959|Brignoli 1979b	579|706|170|323
38909	526	Mesaphorura critica Ellis, 1976	Spilaio Alistratis	59	Paragamian 1992|Beron 2016	468|706
21354	120	Mesobuthus gibbosus (Brullé, 1832)	Spilaio Arkalospilios	140	Roewer 1943|Beron 2016	109|706
34799	527	Mesophylax aspersus (Rambur, 1842)	Spilaio Oxo Latsidi	261	Malicky 1998|Beron 2016	516|706
34800	527	Mesophylax aspersus (Rambur, 1842)	Spilaio Kalampaki	18	Beron 2016|Malicky 1998	706|516
28995	528	Meta bourneti Simon, 1922	Spilaio Agias Elenis	35	Deltshev 1985|Beron 2016	403|706
28997	528	Meta bourneti Simon, 1922	Spilaio Kyklopon	127	Beron 2016|Roewer 1959|Brignoli 1979b|Bosmans & Chatzaki 2005	706|170|323|579
28998	528	Meta bourneti Simon, 1922	Spilaio Drakotrypa	38	Beron 2016|Deltshev 1985	706|403
29002	528	Meta bourneti Simon, 1922	Spilaio Pera Spilia	268	Deltshev 1985|Beron 2016	403|706
29005	528	Meta bourneti Simon, 1922	Spilaio Paparadon	56	Bosmans & Chatzaki 2005|Roewer 1959|Brignoli 1979b	579|170|323
29008	528	Meta bourneti Simon, 1922	Spilaio Pestereta	188	Brignoli 1979b|Roewer 1959|Bosmans & Chatzaki 2005|Beron 2016	323|170|579|706
29009	528	Meta bourneti Simon, 1922	Anonymous cave I at Kapnofyto	289	Bosmans & Chatzaki 2005|Brignoli 1979b|Beron 2016|Roewer 1959	579|323|706|170
29010	528	Meta bourneti Simon, 1922	Anonymous cave II at Kapnofyto	125	Bosmans & Chatzaki 2005|Brignoli 1979b|Beron 2016|Roewer 1959	579|323|706|170
29011	528	Meta bourneti Simon, 1922	Spilaio Stavrou	11	Hadjissarantos 1940|Bosmans & Chatzaki 2005	102|579
29012	528	Meta bourneti Simon, 1922	Spilaio Trypa tou Kalyvaki	174	Beron 2016|Brignoli 1984|Bosmans & Chatzaki 2005	706|389|579
29013	528	Meta bourneti Simon, 1922	Spilaio Skoteini	45	Beron 2016|Deltshev 1985	706|403
29015	528	Meta bourneti Simon, 1922	Spilaio Kokkalia Trypa	41	Naumova et al. 2016	708
30273	528	Meta bourneti Simon, 1922	Spilaio Avras	183	Beron 2016	706
34407	528	Meta bourneti Simon, 1922	Spilaio Pataragkou Trypa	105	Bosmans & Chatzaki 2005|Beron 2016|Brignoli 1979b|Roewer 1959	579|706|323|170
34998	528	Meta bourneti Simon, 1922	Spilaio Fylakis	151	Naumova et al. 2016	708
35265	528	Meta bourneti Simon, 1922	Spilaio Maroneias	80	Naumova et al. 2016	708
37243	528	Meta bourneti Simon, 1922	Spilaio Voudli	88	Beron 2016	706
38260	528	Meta bourneti Simon, 1922	Spilaio Apano Skalas	55	Brignoli 1979b|Bosmans & Chatzaki 2005|Roewer 1959|Beron 2016	323|579|170|706
38409	528	Meta bourneti Simon, 1922	Spilaio Mavri Trypa	10	Naumova et al. 2016	708
41637	528	Meta bourneti Simon, 1922	Spilaio Rachi I	103	Roewer 1959|Bosmans & Chatzaki 2005|Beron 2016|Brignoli 1979b	170|579|706|323
41787	528	Meta bourneti Simon, 1922	Spilaio Koutouki	86	Brignoli 1979b|Bosmans & Chatzaki 2005|Hadjissarantos 1940|Roewer 1959|Brignoli 1984|Beron 2016	323|579|102|170|389|706
28891	529	Meta menardi (Latreille, 1804)	Spilaio Kefalovrysou	197	Beron 2016|Bosmans & Chatzaki 2005|Brignoli 1984	706|579|389
28892	529	Meta menardi (Latreille, 1804)	Spilaio Kontylos	92	Alexiou et al. 2014	681
28893	529	Meta menardi (Latreille, 1804)	Spilaio Mayer	104	Alexiou et al. 2014|Di Russo et al. 2014	681|685
35025	529	Meta menardi (Latreille, 1804)	Spilaio Koufovounou	97	Beron et al. 2004|Beron 2016	574|706
35266	529	Meta menardi (Latreille, 1804)	Spilaio Maroneias	80	Beron et al. 2004|Beron 2016	574|706
35920	529	Meta menardi (Latreille, 1804)	Spilaio Kokkinou Vrachou	49	Brignoli 1979b|Beron 2016|Bosmans & Chatzaki 2005|Simon 1885|Wolf 1937b|Wolf 1938|Brignoli 1977|Brignoli 1984	323|706|579|8|92|97|283|389
40084	529	Meta menardi (Latreille, 1804)	Spilaio Liparotrypa	173	Bosmans & Chatzaki 2005|Simon 1885|Brignoli 1984|Beron 2016	579|8|389|706
41788	529	Meta menardi (Latreille, 1804)	Spilaio Koutouki	86	Brignoli 1984|Bosmans & Chatzaki 2005	389|579
4037	530	Meta sp.	Spilaio Bujor	82	Beron 2016	706
6643	530	Meta sp.	Spilaio Megalou Alexandrou	200	Beron 2016	706
7455	530	Meta sp.	Spilaio Trypa Rendes	299	Beron 2016	706
30238	530	Meta sp.	Spilaio Arkoudospilia	77	Beron 2016	706
13544	531	Metadasylobus pristes (L. Koch, 1867)	Cave "Polu Trypes"	61	Beron 2016|Roewer 1930	706|64
41649	531	Metadasylobus pristes (L. Koch, 1867)	Spilaio Rachi I	103	Roewer 1959	170
31545	915	Metafruticicola pellitus (A. Férussac, 1832)	Spilaio Karouba	275	Seidl 1978|Martens 1889	298|13
32793	533	Metajapyx aemulans (Silvestri, 1932)	Spilaio sta Pelekita	69	Pagés 1993|Beron 2016	473|706
39686	533	Metajapyx aemulans (Silvestri, 1932)	Spilaio Mythia Kabathoura	67	Beron 2016	706
32790	534	Metajapyx athenarum (Cook, 1899)	Spilaio Kerateas	7	Pagés 1978|Beron 2016	303|706
41471	535	Metaphalangium cirtanum (C.L. Koch, 1839)	Spilaio Nymfaio	294	Gruber 1978	301
5320	536	Metaplatybunus grandissimus (C.L. Koch, 1839)	Spilaio Kyklopon	127	Roewer 1959	170
5427	536	Metaplatybunus grandissimus (C.L. Koch, 1839)	Spilaio Siassiaki	130	Roewer 1959	170
29458	537	Metellina merianae (Scopoli, 1763)	Spilaio Agias Elenis	35	Naumova et al. 2016	708
29459	537	Metellina merianae (Scopoli, 1763)	Spilaio Panos	8	Beron 2016|Roewer 1959|Bosmans & Chatzaki 2005|Brignoli 1979b	706|170|579|323
29460	537	Metellina merianae (Scopoli, 1763)	Spilaio Agiou Nikolaou	143	Beron 2016|Roewer 1959|Brignoli 1979b|Bosmans & Chatzaki 2005	706|170|323|579
29461	537	Metellina merianae (Scopoli, 1763)	Spilaio Monis Mavriotisas	153	Beron 2016|Roewer 1959|Brignoli 1979b|Bosmans & Chatzaki 2005	706|170|323|579
29462	537	Metellina merianae (Scopoli, 1763)	Spilaio Drogkaratis	212	Gasparo 2004b|Beron 2016	565|706
29463	537	Metellina merianae (Scopoli, 1763)	Spilaio Megali Grava	4	Brignoli 1972|Brignoli 1977|Beron 2016|Bosmans & Chatzaki 2005	249|283|706|579
29464	537	Metellina merianae (Scopoli, 1763)	Spilaio Grava tou Fossa	311	Brignoli 1977|Beron 2016	283|706
29468	537	Metellina merianae (Scopoli, 1763)	Spilaio Paparadon	56	Beron 2016|Roewer 1959|Bosmans & Chatzaki 2005|Brignoli 1979b	706|170|579|323
29469	537	Metellina merianae (Scopoli, 1763)	Spilaio Agiou Georgiou	312	Naumova et al. 2016	708
29471	537	Metellina merianae (Scopoli, 1763)	Spilaio Chrysopigis	102	Bosmans & Chatzaki 2005|Brignoli 1979b|Beron 2016|Roewer 1959	579|323|706|170
29473	537	Metellina merianae (Scopoli, 1763)	Military trench (Abri)	150	Naumova et al. 2016	708
29474	537	Metellina merianae (Scopoli, 1763)	Spilaio Zeston Neron	270	Bosmans & Chatzaki 2005|Roewer 1959	579|170
29475	537	Metellina merianae (Scopoli, 1763)	Spilaio Kourna	169	Naumova et al. 2016	708
29476	537	Metellina merianae (Scopoli, 1763)	Spilaio Zoure	271	Brignoli 1979b|Bosmans & Chatzaki 2005|Bosmans et al. 2013|Roewer 1959	323|579|678|170
29477	537	Metellina merianae (Scopoli, 1763)	Spilaio Spiliara Almyrou	114	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Gasparo 2006|Brignoli 1984|Brignoli 1979b|Roewer 1959|Beron 2016	579|678|598|389|323|170|706
29478	537	Metellina merianae (Scopoli, 1763)	Spilaio Doxa	191	Beron 2016|Bosmans et al. 2013|Gasparo 2006	706|678|598
29479	537	Metellina merianae (Scopoli, 1763)	Spilaio Chonos Sarchou	90	Bosmans & Chatzaki 2005|Roewer 1959|Bosmans et al. 2013|Beron 2016|Brignoli 1979b	579|170|678|706|323
29480	537	Metellina merianae (Scopoli, 1763)	Spilaio Vreikou	89	Bosmans et al. 2013|Gasparo 2006|Beron 2016	678|598|706
29481	537	Metellina merianae (Scopoli, 1763)	Spilaio Trapeza	247	Naumova et al. 2016	708
29482	537	Metellina merianae (Scopoli, 1763)	Spilaio Kato Peristeras	276	Bosmans et al. 2013	678
29483	537	Metellina merianae (Scopoli, 1763)	Spilaio Kato Marathospilios	75	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Roewer 1959|Beron 2016	579|678|170|706
29484	537	Metellina merianae (Scopoli, 1763)	Spilaio Melidoniou	58	Naumova et al. 2016	708
29486	537	Metellina merianae (Scopoli, 1763)	Spilaio Nerospilia	78	Naumova et al. 2016	708
29487	537	Metellina merianae (Scopoli, 1763)	Spilaio Kokkalia Trypa	41	Naumova et al. 2016	708
33706	537	Metellina merianae (Scopoli, 1763)	Spilaio Choirospilia	198	Beron 2016|Gasparo 2004b	706|565
34999	537	Metellina merianae (Scopoli, 1763)	Spilaio Fylakis	151	Naumova et al. 2016	708
35026	537	Metellina merianae (Scopoli, 1763)	Spilaio Koufovounou	97	Beron et al. 2004|Naumova et al. 2016|Beron 2016	574|708|706
37244	537	Metellina merianae (Scopoli, 1763)	Spilaio Voudli	88	Bosmans & Chatzaki 2005|Roewer 1959|Brignoli 1979b|Beron 2016	579|170|323|706
37724	537	Metellina merianae (Scopoli, 1763)	Spilaio Pelade	170	Naumova et al. 2016	708
37893	537	Metellina merianae (Scopoli, 1763)	Spilaio Isvoron	72	Roewer 1959|Beron 2016|Bosmans & Chatzaki 2005|Brignoli 1979b	170|706|579|323
38261	537	Metellina merianae (Scopoli, 1763)	Spilaio Apano Skalas	55	Beron 2016|Brignoli 1979b|Roewer 1959|Bosmans & Chatzaki 2005	706|323|170|579
39485	537	Metellina merianae (Scopoli, 1763)	Spilaio Maara	118	Bosmans & Chatzaki 2005|Brignoli 1979b|Roewer 1959|Beron 2016	579|323|170|706
40997	537	Metellina merianae (Scopoli, 1763)	Spilaio Agiou Ioanni (Fousa)	265	Gasparo 2006|Beron 2016	598|706
34805	538	Micropterna caesareica Schmid, 1959	Spilaio Oxo Latsidi	261	Beron 2016	706
7146	539	Micropterna malaspina Schmid, 1957	Spilaio Oxo Latsidi	261	Beron 2016	706
35027	539	Micropterna malaspina Schmid, 1957	Spilaio Koufovounou	97	Beron et al. 2004|Beron 2016	574|706
34809	540	Micropterna nycterobia McLachlan, 1875	Spilaio Nerospilia	78	Beron 2016	706
34807	541	Micropterna sequax McLachlan, 1875	Spilaio Nerospilia	78	Beron 2016	706
36763	900	Microscolex dubius (Fletscher, 1887)	Spilaio Za	20	Szederjesi et al. 2017|Szederjesi 2015	724|696
36764	902	Microscolex phosphoreus (Dugès, 1837)	Spilaio Za	20	Szederjesi et al. 2017|Szederjesi 2015	724|696
17514	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Mikropolis	318	Hanak et al. 2001	537
17516	542	Miniopterus schreibersii (Kuhl, 1817)	Tsoutouros mine galΙeries	326	Hanak et al. 2001	537
17517	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Vouva Lefkimmis	325	Beron 2016	706
17520	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Nymfis	264	Beron 2016|Hanak et al. 2001|Ondrias 1965|Strinati 1955	706|537|195|140
17521	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Limnon	32	Iliopoulou-Georgudaki 1977|Iliopoulou-Georgudaki & Ondrias 1978|Iliopoulou-Georgudaki 1983b|Hanak et al. 2001|Beron 2016	290|294|372|537|706
17523	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Ermakias	316	Beron 2016|Hanak et al. 2001|Iliopoulou-Georgudaki 1983b|Iliopoulou-Georgudaki & Ondrias 1978|Iliopoulou-Georgudaki 1977	706|537|372|294|290
17525	542	Miniopterus schreibersii (Kuhl, 1817)	Anonymous cave at Papigko	280	Hanak et al. 2001	537
17526	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Nychteridon	285	Hanak et al. 2001	537
17530	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaia Rentinas	164	Strinati 1955|Van Laar & Daan 1964|Ondrias 1965|Hanak et al. 2001	140|193|195|537
17531	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Venidon	323	Benda et al. 2008	616
17534	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Tzani Spilios	136	Hanak et al. 2001	537
17536	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Lavyrinthos Gortinas	24	Bate 1905|Pohle 1953|Van Laar & Daan 1964|Ondrias 1965|Iliopoulou-Georgudaki 1977|Hanak et al. 2001	24|123|193|195|290|537
17537	542	Miniopterus schreibersii (Kuhl, 1817)	Ampelouzos underground quary	313	Benda et al. 2008	616
17538	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Nychteridospilios	320	Benda et al. 2008	616
17540	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Tafos	322	Benda et al. 2008	616
17541	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Milatou	15	Benda et al. 2008|Skiba 2007	616|605
17542	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Vreikou	89	Benda et al. 2008	616
17544	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Megalo Katofygi	110	Benda et al. 2008	616
17545	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Voreino	324	Benda et al. 2008	616
17546	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Prinou	301	Benda et al. 2008	616
17547	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Kefalovrysou	197	Hanak et al. 2001	537
17548	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Agiou Galaktos	165	Beron 2016	706
17549	542	Miniopterus schreibersii (Kuhl, 1817)	Ancient mine 4 km E of Efthalou	314	Hanak et al. 2001	537
17550	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Mithymnas	319	Iliopoulou-Georgudaki & Ondrias 1978|Iliopoulou-Georgudaki 1988|Hanak et al. 2001	294|430|537
17551	542	Miniopterus schreibersii (Kuhl, 1817)	Ancient mine near Vassilika	315	Hanak et al. 2001	537
20022	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Kamilari	74	Benda et al. 2008	616
21684	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Didymoteichou	448	Papamichael et al. 2014|Kock 1974|Niethammer 1974|Hanak et al. 2001	1175|260|257|537
21820	542	Miniopterus schreibersii (Kuhl, 1817)	Kimmeria artificial galleries	252	Papamichael et al. 2014|Hanak et al. 2001	1175|537
21871	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Melissotrypa	185	Papamichael et al. 2014	1175
22149	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Zeston Neron	270	Papamichael et al. 2014	1175
22189	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Katarrakton	213	Papamichael et al. 2014	1175
22202	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio sta Koufota	274	Papamichael et al. 2014|Benda et al. 2008	1175|616
22212	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Psimaki	321	Benda et al. 2008|Papamichael et al. 2014	616|1175
22246	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Meires	317	Benda et al. 2008|Papamichael et al. 2014	616|1175
22287	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Trachilas	131	Papamichael et al. 2014	1175
22324	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Vigla	309	Papamichael et al. 2014	1175
27087	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Chagioti	31	Iliopoulou-Georgudaki 1977|Iliopoulou-Georgudaki 1983b|Hanak et al. 2001|Beron 2016	290|372|537|706
30239	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Arkoudospilia	77	Papamichael et al. 2014	1175
32265	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Katholikou	21	Benda et al. 2008|Skiba 2007	616|605
34408	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Pataragkou Trypa	105	Aellen 1955|Lindberg 1955d|Van Laar & Daan 1964|Iliopoulou-Georgudaki 1977|Iliopoulou-Georgudaki 1983b|Hanak et al. 2001|Beron 2016	139|145|193|290|372|537|706
35028	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Koufovounou	97	Papamichael et al. 2014|Niethammer 1974|Beron 2016|Hanak et al. 2001	1175|257|706|537
35267	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Maroneias	80	Beron 2016|Hanak et al. 2001|Ivanova 2000|Paragamian et al. 2004	706|537|530|1178
37725	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Pelade	170	Aellen 1955|Lindberg 1955d|Van Laar & Daan 1964|Ondrias 1965|Iliopoulou-Georgudaki 1977|Iliopoulou-Georgudaki & Ondrias 1978|Iliopoulou-Georgudaki 1983b|Hanak et al. 2001|Beron 2016|Papamichael et al. 2014	139|145|193|195|290|294|372|537|706|1175
38262	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Apano Skalas	55	Aellen 1955|Lindberg 1955d|Van Laar & Daan 1964|Ondrias 1965|Iliopoulou-Georgudaki 1977|Iliopoulou-Georgudaki 1983b|Hanak et al. 2001|Beron 2016	139|145|193|195|290|372|537|706
38616	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Katavothra Aliartou	221	Papamichael et al. 2014	1175
38910	542	Miniopterus schreibersii (Kuhl, 1817)	Spilaio Alistratis	59	Beron 2016|Paragamian 1992	706|468
24890	543	Minotauria attemsi Kulczynski, 1903	Spilaio Neraidospilios 	113	Bosmans et al. 2013|Bosmans & Chatzaki 2005|Gasparo 2004a|Roewer 1959|Brignoli 1979a|Deeleman-Reinhold 1993|Beron 2016|Gasparo 2003	678|579|562|170|320|475|706|556
24891	543	Minotauria attemsi Kulczynski, 1903	Spilaio Agias Paraskevis	13	Roewer 1959|Brignoli 1979a|Deeleman-Reinhold 1993|Beron 2016|Gasparo 2004a|Gasparo 2003|Bosmans et al. 2013|Bosmans & Chatzaki 2005	170|320|475|706|562|556|678|579
24892	543	Minotauria attemsi Kulczynski, 1903	Spilaio Lavyrinthos Gortinas	24	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Kulczynski 1903|Brignoli 1979a|Beron 2016|Deeleman-Reinhold 1993	579|678|19|320|706|475
24893	543	Minotauria attemsi Kulczynski, 1903	Spilaio Kritsas	266	Brignoli 1976|Gasparo 2004a|Brignoli 1979b|Beron et al. 2004|Bosmans et al. 2013|Bosmans & Chatzaki 2005	278|562|323|574|678|579
24894	543	Minotauria attemsi Kulczynski, 1903	Spilaio Milatou	15	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Gasparo 2003|Gasparo 2004a|Beron 2016|Deeleman-Reinhold 1993|Brignoli 1979a|Roewer 1959	579|678|556|562|706|475|320|170
24895	543	Minotauria attemsi Kulczynski, 1903	Spilaio Trapeza	247	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Gasparo 2004a|Gasparo 2003|Beron 2016|Deeleman-Reinhold 1989	579|678|562|556|706|447
31745	924	Minotauria fagei (Kratochvil, 1970)	Spilaio Agias Sofias	22	Beron 2016|Fage 1945|Bosmans et al. 2013|Bosmans & Chatzaki 2005	706|110|678|579
31746	924	Minotauria fagei (Kratochvil, 1970)	Spilaio Melidoniou	58	Kratochvil 1970|Gasparo 2004a|Gasparo 2003|Gasparo 2006	224|562|556|598
31747	924	Minotauria fagei (Kratochvil, 1970)	Spilaio Sfentoni Trypa	26	Gasparo 2004a|Bosmans et al. 2013|Bosmans & Chatzaki 2005|Deeleman-Reinhold 1993|Gasparo 2003	562|678|579|475|556
37203	544	Minotauria sp.	Spilaio Stylokamara	87	Deeleman-Reinhold 1989|Beron 2016	447|706
39625	940	Molops sp.	Anonymous cave on Olympos Mount (310)	293	Giachino & Lana 2005|Pretner 2011	576|653
5936	545	Monhystera sp.	Varathro Provatina	155	Dumnicka 1979	324
16789	546	Monocyphoniscus caniensis (Vandel, 1957)	Spilaio Kalamato	54	Schmalfuss et al. 2004	572
16790	546	Monocyphoniscus caniensis (Vandel, 1957)	Spilaio Agias Sofias	22	Beron 2016|Schmalfuss et al. 2004|Schmalfuss 1975|Schmalfuss 1972b|Vandel 1958	706|572|267|248|163
16791	546	Monocyphoniscus caniensis (Vandel, 1957)	Spilaio Nychteridospilios	320	Beron 2016|Schmalfuss et al. 2004	706|572
16793	546	Monocyphoniscus caniensis (Vandel, 1957)	Spilaio Erfon	327	Schmalfuss et al. 2004|Beron 2016	572|706
20023	546	Monocyphoniscus caniensis (Vandel, 1957)	Spilaio Kamilari	74	Vandel 1968|Schmalfuss 1972b|Schmalfuss 1979|Beron 2016	213|248|317|706
5938	548	Mononchus sp.	Varathro Provatina	155	Dumnicka 1979	324
38263	547	Mononchus truncatus Bastian, 1865	Spilaio Apano Skalas	55	Lindberg 1955d|Beron 2016	145|706
3167	550	Moraria sp.	Spilaio Melidoniou	58	Chappuis 1956	152
13681	550	Moraria sp.	Spilaio Diktaio Antro	16	Chappuis 1956|Beron 2016	152|706
14880	551	Moraria stankovitchi Chappuis, 1924	Spilaio Lamias	190	Chappuis 1956|Beron 2016	152|706
14883	552	Moraria varica (Graeter, 1911)	Spilaio Melidoniou	58	Beron 2016|Chappuis 1956	706|152
21048	623	Morlina glabra (Rossmassler, 1835)	Spilaio Drakotrypa	38	Beron 2016|Riedel 1992	706|465
21050	623	Morlina glabra (Rossmassler, 1835)	Spilaio Pestereta	188	Beron 2016|Riedel 1959	706|169
35921	623	Morlina glabra (Rossmassler, 1835)	Spilaio Kokkinou Vrachou	49	Beron 2016|Stussiner & Böttger 1885|Riedel 1992	706|9|465
38264	623	Morlina glabra (Rossmassler, 1835)	Spilaio Apano Skalas	55	Riedel 1959|Beron 2016	169|706
38410	623	Morlina glabra (Rossmassler, 1835)	Spilaio Mavri Trypa	10	Beron 2016|Riedel 1992	706|465
36590	554	Muelleriella cretica Jeannel, 1929	Spilaio Katholikou	21	Beron 2016|Wolf 1938|Wolf 1937b|Jeannel 1929	706|97|92|50
36625	555	Muelleriella taygetana Casale, 1983	Spilaio Varvaras	225	Casale & Lebenbauer 2010|Beron 2016|Casale 1983	631|706|368
41187	555	Muelleriella taygetana Casale, 1983	Anonymous small cave (pit) near Taygetos mt summit	456	Casale & Lebenbauer 2010	631
17651	556	Myotis aurascens Kusjakin, 1935	Spilaio Lera	25	Benda & Tsytsulina 2000|Hanak et al. 2001|Benda & Karatas 2005|Benda et al. 2006|Benda et al. 2008	535|537|586|594|616
17652	556	Myotis aurascens Kusjakin, 1935	Spilaio Tzani Spilios	136	Benda et al. 2008	616
17653	556	Myotis aurascens Kusjakin, 1935	Varathro Tafkos sta Petradolakia	254	Benda et al. 2008	616
32267	556	Myotis aurascens Kusjakin, 1935	Spilaio Katholikou	21	Benda et al. 2008	616
17666	557	Myotis bechsteinii (Kuhl, 1817)	Spilaio Kamilata	253	Ivanova & Gueorguieva 2004|Beron 2016	560|706
17670	558	Myotis blythii (Tomes, 1857)	Anonymous cave at Lakoma coast	340	Crucitti 1988|Hanak et al. 2001|Beron 2016	433|537|706
17671	558	Myotis blythii (Tomes, 1857)	Cave at Chora	329	Hanak et al. 2001	537
17672	558	Myotis blythii (Tomes, 1857)	Tsoutouros mine galΙeries	326	Hanak et al. 2001	537
17673	558	Myotis blythii (Tomes, 1857)	Spilaio Provatonas	335	Beron 2016|Hanak et al. 2001|Ivanova 2000	706|537|530
17676	558	Myotis blythii (Tomes, 1857)	Spilaio Limnon	32	Beron 2016|Hanak et al. 2001|Iliopoulou-Georgudaki 1984|Iliopoulou-Georgudaki 1983b|Iliopoulou-Georgudaki 1983a|Iliopoulou-Georgudaki 1977	706|537|375|372|360|290
17678	558	Myotis blythii (Tomes, 1857)	Anonymous cave at Papigko	280	Hanak et al. 2001	537
