Census_ID	Species_ID	Species	Cave_Name	Cave_ID	Reference_Short	Reference_ID
68868	1	Absoloniella nitidipennis (Osella, 1989)	Spilaio Agiou Ioanni	1	Osella 1989|Caladra 2011|Morrone & Hlaváč 2017|Grebennikov 2014|Beron 2016	445|1216|1168|686|706
27318	2	Acanthocreagris corcyraea Mahnert, 1976	Spilaio Katsampa	2	Mahnert 1976a	274
62587	3	Acanthocreagris lycaonis Mahnert, 1978	Spilaio Garzenikou	3	Beron 2016|Mahnert 1978|Schawaller 1985|Harvey 1991	706|302|404|1193
56395	4	Acanthopetalum albidicolle (Verhoeff, 1900)	Spilaio Megali Grava	4	Stagl & Stoev 2005|Stoev et al. 2008|Moritz & Fischer 1974|Strasser 1970|Strasser 1974|Beron 2016	580|1166|1209|229|258|706
62676	5	Acanthopetalum blanci (Brölemann, 1932)	Spilaio Chavara	6	Strasser 1974|Stoev et al. 2008|Beron 2016	258|1166|706
62677	5	Acanthopetalum blanci (Brölemann, 1932)	Spilaio tou Kitsou	453	Strasser 1976|Beron 2016|Stoev et al. 2008	279|706|1166
62679	5	Acanthopetalum blanci (Brölemann, 1932)	Spilaio Panos	8	Beron 2016|Stoev et al. 2008|Strasser 1974	706|1166|258
65992	5	Acanthopetalum blanci (Brölemann, 1932)	Spilaio Kerateas	7	Brölemann 1932|Wolf 1937b|Wolf 1938|Strasser 1974|Stoev et al. 2008	71|92|97|258|1166
62694	6	Acanthopetalum cycladicum (Verhoeff, 1901)	Spilaio Mavri Trypa	10	Beron 2016	706
62695	6	Acanthopetalum cycladicum (Verhoeff, 1901)	Spilaio Eptamylon	12	Stoev et al. 2008|Beron 2016|Strasser 1976	1166|706|279
62696	6	Acanthopetalum cycladicum (Verhoeff, 1901)	Spilaio Stavrou	11	Strasser 1967|Stoev et al. 2008	209|1166
62697	6	Acanthopetalum cycladicum (Verhoeff, 1901)	Spilaio Drakotrypa	9	Beron 2016|Strasser 1967|Strasser 1976|Strasser 1974|Stoev et al. 2008	706|209|279|258|1166
43815	7	Acanthopetalum furculigerum (Verhoeff, 1901)	Spilaio Diktaio Antro	16	Stoev et al. 2008|Felesaki et al. 2010|Strasser 1976|Strasser 1974	1166|636|279|258
54998	7	Acanthopetalum furculigerum (Verhoeff, 1901)	Spilaio Agias Paraskevis	13	Beron 2016|Felesaki et al. 2010|Stoev et al. 2008|Strasser 1976	706|636|1166|279
70895	7	Acanthopetalum furculigerum (Verhoeff, 1901)	Spilaio Milatou	15	Stoev et al. 2008|Strasser 1976|Felesaki et al. 2010	1166|279|636
62709	8	Acanthopetalum hoplites Strasser, 1973	Spilaio Za	20	Mauriès & Karamaouna 1984|Beron 2016|Stoev et al. 2008	379|706|1166
62710	8	Acanthopetalum hoplites Strasser, 1973	Spilaio Antiparou	17	Stoev et al. 2008|Beron 2016|Mauriès & Karamaouna 1984|Strasser 1973	1166|706|379|253
62711	8	Acanthopetalum hoplites Strasser, 1973	Spilaio Kalampaki	18	Beron 2016|Mauriès & Karamaouna 1984|Stoev et al. 2008	706|379|1166
62712	8	Acanthopetalum hoplites Strasser, 1973	Spilaio Nymfon-Ancient Marble Quarry	19	Stoev et al. 2008|Mauriès & Karamaouna 1984|Beron 2016	1166|379|706
62758	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Agias Triadas Tzagkarolon	107	Felesaki et al. 2010|Lang 1964	636|191
62760	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Koumarospilios	23	Beron 2016|Strasser 1974|Felesaki et al. 2010	706|258|636
62761	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Lera	25	Felesaki et al. 2010|Strasser 1974|Beron 2016	636|258|706
62762	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Agias Sofias	22	Felesaki et al. 2010|Strasser 1967	636|209
62763	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Ellinospilios	101	Lang 1964|Felesaki et al. 2010	191|636
62764	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Lavyrinthos Gortynas	24	Wolf 1938|Wolf 1937b|Verhoeff 1929|Attems 1902|Stoev et al. 2008	97|92|54|18|1166
62765	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Sfentoni Trypa	26	Strasser 1976|Felesaki et al. 2010	279|636
66896	10	Acanthopetalum minotauri (Attems, 1902)	Spilaio Katholikou	21	Lang 1964|Strasser 1976|Strasser 1974|Beron 2016|Felesaki et al. 2010	191|279|258|706|636
62811	11	Acanthopetalum patens Strasser, 1973	Spilaio Sklavounakou	30	Beron 2016|Strasser 1974	706|258
62812	11	Acanthopetalum patens Strasser, 1973	Anonymous cave at Peloponnisos	27	Stoev et al. 2008|Strasser 1974|Strasser 1973	1166|258|253
66336	11	Acanthopetalum patens Strasser, 1973	Spilaio Glyfadas Dirou	29	Strasser 1974|Beron 2016	258|706
68240	11	Acanthopetalum patens Strasser, 1973	Spilaio Katafygi Dirou	14	Strasser 1974|Strasser 1973|Stoev et al. 2008|Beron 2016	258|253|1166|706
68303	11	Acanthopetalum patens Strasser, 1973	Spilaio Alepotrypa	28	Strasser 1974|Beron 2016	258|706
27082	12	Acanthopetalum richii (Gray, 1832)	Spilaio Chagioti	31	Strasser 1976	279
45025	12	Acanthopetalum richii (Gray, 1832)	Spilaio Limnon	32	Strasser 1976	279
31928	13	Acanthopetalum sp.	Spilaio Agias Elenis	35	Beron 2016	706
31929	13	Acanthopetalum sp.	Spilaio Drakotrypa	38	Beron 2016	706
31930	13	Acanthopetalum sp.	Mine gallery Skalas Rachoniou	33	Beron 2016	706
31931	13	Acanthopetalum sp.	Spilaio Vredou	47	Beron 2016|Strasser 1974	706|258
31933	13	Acanthopetalum sp.	Spilaio Agias Sofias	36	Beron 2016	706
31934	13	Acanthopetalum sp.	Spilaio Nymfon	43	Beron 2016|Strasser 1976	706|279
31935	13	Acanthopetalum sp.	Spilaio Fytidi	39	Beron 2016|Strasser 1974	706|258
31938	13	Acanthopetalum sp.	Spilaio Katafygi	40	Beron 2016	706
31942	13	Acanthopetalum sp.	Spilaio Kokkalia Trypa	41	Beron 2016	706
31943	13	Acanthopetalum sp.	Spilaio Metaxolakka	34	Beron 2016	706
38737	13	Acanthopetalum sp.	Spilaio Monis Kipinas	48	Beron 2016	706
41699	13	Acanthopetalum sp.	Spilaio Leondariou	42	Beron 2016|Strasser 1974	706|258
54569	13	Acanthopetalum sp.	Spilaio Panos	8	Beron 2016|Strasser 1974	706|258
61205	13	Acanthopetalum sp.	Spilaio Agias Triadas	37	Beron 2016	706
61301	13	Acanthopetalum sp.	Spilaio Skoteini	45	Beron 2016	706
66486	13	Acanthopetalum sp.	Spilaio Peramatos	44	Strasser 1974|Beron 2016	258|706
71123	13	Acanthopetalum sp.	Spilaio Sykias	46	Beron 2016	706
71689	1002	Acantocyclops sp.	Spilaio Melissotrypa	185	Popa et al. 2019	1292
65993	14	Actaeoniscus petrochilosi Vandel, 1955	Spilaio Kerateas	7	Schmidt & Leistikow 2004|Vandel 1955|Vandel 1959|Schmalfuss 1979|Beron 2016|Alexiou & Sfenthourakis 2013|Schmölzer 1965	558|143|168|317|706|673|198
20857	16	Agabiformius lentus (Budde-Lund, 1885)	Spilaio Koumarospilios	23	Schmalfuss 1972b|Strouhal 1937	248|93
66337	16	Agabiformius lentus (Budde-Lund, 1885)	Spilaio Glyfadas Dirou	29	Beron 2016|Vandel 1959	706|168
70896	18	Agelena orientalis C. L. Koch, 1837	Spilaio Milatou	15	Roewer 1959|Bosmans et al. 2013	170|678
47346	19	Agelena sp.	Spilaio Korykeio Antro	51	Alexiou et al. 2014	681
71771	20	Aglenus brunneus (Gyllenhall, 1813)	Spilaio Melissotrypa	185	Popa et al. 2019	1292
71772	20	Aglenus brunneus (Gyllenhall, 1813)	Spilaio Koutrouli	52	Coiffait 1955|Beron 2016	134|706
31549	21	Aglossa pinguinalis (Linnaeus, 1758)	Spilaio Thalassinou	53	Beron et al. 2011|Lindberg 1955b|Beron 2016	1208|141|706
43041	22	Alabidocarpus megalonyx (Trouessart, 1895)	Spilaio Kalamato	54	Beron 1974	261
55951	23	Albaniola acutipennis Jeannel, 1934	Spilaio Apano Skalas	55	Beron 2016|Jeannel 1934|Zoia & Rampini 1991	706|77|1215
34955	24	Albaniola remyi Jeannel, 1934	Spilaio Paparadon	56	Beron 2016|Jeannel 1934|Zoia & Rampini 1991	706|77|1215
63226	25	Albaniola thessalica (Reitter, 1887)	Spilaio Kokkinou Vrachou	49	Beron 2016|Zoia & Rampini 1991|Reitter 1887|Ganglbauer 1896|Wolf 1937b|Pretner 2011|Wolf 1938	706|1215|12|14|92|653|97
39638	26	Albaniola ulbrichi Jeannel, 1929	Spilaio Kosta	57	Giachino & Lana 2005|Jeannel 1929|Wolf 1937b|Wolf 1938|Beron 2016|Zoia & Rampini 1991|Pretner 2011	576|50|92|97|706|1215|653
57308	913	Albinaria corrugata (Bruguière, 1792)	Spilaio Agias Paraskevis	13	Frank 1988	428
69895	913	Albinaria corrugata (Bruguière, 1792)	Spilaio Neraidospilios 	113	Frank 1988	428
70593	27	Albinaria spratti (L. Pfeiffer, 1846)	Spilaio Melidoniou	58	Seidl 1978|Frank 1988	298|428
69754	914	Albinaria teres (Olivier, 1801)	Spiliara Karoumon	275	Seidl 1978|Frank 1988	298|428
71408	28	Alistratia beroni Andreev, 2004	Spilaio Alistratis	59	Paragamian 1992|Beron 2016|Andreev 2004|Alexiou & Sfenthourakis 2013	468|706|557|673
32820	29	Allacrotelsa kraepelini (Escherich, 1905)	Spilaio Koutrouli	52	Wygodzinsky 1958|Beron 2016	165|706
56970	30	Allaegopis jonicus (Käufel, 1930)	Cave "Polu Trypes"	61	Käufel 1930|Riedel 1992	63|465
56971	30	Allaegopis jonicus (Käufel, 1930)	Spilaio Egklouvis	60	Beron 2016|Käufel 1930|Riedel 1992	706|63|465
44392	17	Allagelena gracilens (C. L. Koch, 1841)	Spilaio Nymfolyptou	50	Roewer 1959|Brignoli 1979a|Beron 2016|Bosmans & Chatzaki 2005	170|320|706|579
22906	31	Allochernes powelli (Kew, 1916)	Spilaio Karoucha	64	Beron 2016|Mahnert 1975	706|264
22907	31	Allochernes powelli (Kew, 1916)	Spilaio Koumarospilios	23	Beron 2016|Mahnert 1979|Wolf 1938|Wolf 1937b|Beier 1931a	706|310|97|92|65
22909	31	Allochernes powelli (Kew, 1916)	Spilaio sta Pelekita	69	Beron 2016|Mahnert 1979	706|310
22911	31	Allochernes powelli (Kew, 1916)	Spilaio Nychteridon	70	Mahnert 2013|Beron 2016|Mahnert 1979	677|706|310
22913	31	Allochernes powelli (Kew, 1916)	Spilaio Zoodochou Pigis I	71	Mahnert 2013	677
39816	31	Allochernes powelli (Kew, 1916)	Spilaio Gravolithia	63	Mahnert 1975|Beron 2016	264|706
40602	31	Allochernes powelli (Kew, 1916)	Spilaio Katsouri	66	Mahnert 1975|Beron 2016	264|706
44215	31	Allochernes powelli (Kew, 1916)	Spilaio Katsibourdou	65	Mahnert 1979|Beron 2016	310|706
47429	31	Allochernes powelli (Kew, 1916)	Spilaio Kyklopa	62	Beron 2016|Mahnert 2013|Beron 1985	706|677|399
67388	31	Allochernes powelli (Kew, 1916)	Spilaio Panagias Arkoudiotisas	68	Mahnert 1979|Beron 2016	310|706
37886	32	Allocosa sp.	Spilaio Isvoron	72	Roewer 1959	170
26754	33	Alopecosa albofasciata (Brullé, 1832)	Spilaio Kamilari	74	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Roewer 1959	579|678|170
26755	33	Alopecosa albofasciata (Brullé, 1832)	Spilaio Kato Marathospilios	75	Bosmans & Chatzaki 2005|Roewer 1959|Bosmans et al. 2013	579|170|678
41851	33	Alopecosa albofasciata (Brullé, 1832)	Spilaio Kakavoulas	73	Bosmans & Chatzaki 2005|Beron 2016|Brignoli 1979a|Roewer 1959	579|706|320|170
48332	33	Alopecosa albofasciata (Brullé, 1832)	Spilaio Petala	168	Roewer 1962|Beron 2016	183|706
64019	34	Alpioniscus epigani Vandel, 1959	Spilaio Korykeio Antro	51	Beron 2016|Schmalfuss 1979|Vandel 1964a|Vandel 1959	706|317|189|168
64024	35	Alpioniscus giurensis Schmalfuss, 1981	Spilaio Kyklopa	76	Schmalfuss 1981|Beron 2016	340|706
68706	36	Alpioniscus gueorguievi Andreev, 2013	Spilaio Arkoudospilia	77	Andreev 2013|Beron 2016	664|706
64045	37	Alpioniscus henroti Vandel, 1964	Spilaio Garzenikou	3	Vandel 1955|Schmalfuss 1979|Beron 2016	143|317|706
64046	37	Alpioniscus henroti Vandel, 1964	Spilaio Titanospilia	79	Beron 2016	706
64047	37	Alpioniscus henroti Vandel, 1964	Spilaio Nerospilia	78	Beron 2016|Andreev 2013	706|664
64048	37	Alpioniscus henroti Vandel, 1964	Spilaio Metaxolakka	34	Beron 2016|Andreev 2013	706|664
61302	38	Alpioniscus matsakisi Andreev, 1984	Spilaio Skoteini	45	Andreev & Bozarova 2000|Andreev 1984|Beron 2016	526|385|706
41700	39	Alpioniscus sp.	Spilaio Leondariou	42	Beron 2016|Schmalfuss 1979|Vandel 1955	706|317|143
65801	40	Alpioniscus thracicus Andreev, 1986	Spilaio Maroneias	80	Andreev 1986|Beron 2016|Andreev & Bozarova 2000|Paragamian et al. 2004|Beron et al. 2004	417|706|526|1178|574
16665	41	Alpioniscus vejdovskyi (Frankenberger, 1939)	Caves around Naoussa	81	Rémy 1951|Beron 2016|Schmalfuss 1979|Frankenberger 1939|Schmidt & Leistikow 2004	118|706|317|98|558
16667	41	Alpioniscus vejdovskyi (Frankenberger, 1939)	Spilaio Paparadon	56	Schmalfuss 1979|Rémy 1951|Beron 2016|Vandel 1959|Vandel 1946	317|118|706|168|112
16669	41	Alpioniscus vejdovskyi (Frankenberger, 1939)	Spilaio Bujor	82	Vandel 1946|Beron 2016|Rémy 1951|Schmalfuss 1979	112|706|118|317
16670	41	Alpioniscus vejdovskyi (Frankenberger, 1939)	Spilaio Kalito	83	Vandel 1946|Beron 2016|Rémy 1951|Schmalfuss 1979	112|706|118|317
55952	41	Alpioniscus vejdovskyi (Frankenberger, 1939)	Spilaio Apano Skalas	55	Schmalfuss 1979|Rémy 1951|Beron 2016|Vandel 1946	317|118|706|112
68707	41	Alpioniscus vejdovskyi (Frankenberger, 1939)	Spilaio Arkoudospilia	77	Schmalfuss 1979|Rémy 1951|Beron 2016|Vandel 1946	317|118|706|112
68241	42	Alucita grammodactyla Zeller, 1841	Spilaio Katafygi Dirou	14	Beron 2016|Lindberg 1955b	706|141
65553	933	Alucita huebneri Wallengren, 1859	Spilaio Koufovounou	97	Beron et al. 2004|Beshkov & Wegner 2004	574|1171
20003	43	Amaurobius candia Thaler & Knoflach, 2002	Spilaio Kamilari	74	Naumova et al. 2016	708
29587	44	Amaurobius cretaensis Wunderlich, 1995	Spilaio Atsiganospilios	84	Beron 2016|Bosmans et al. 2013|Gasparo 2003	706|678|556
29591	45	Amaurobius deelemanae Thaler & Knoflach, 1995	Spilaio Fanariotissas	85	Thaler & Knoflach 1995|Bosmans & Chatzaki 2005|Beron 2016	496|579|706
66159	46	Amaurobius pelops Thaler & Knoflach, 1991	Spilaio Koutouki	86	Bosmans & Chatzaki 2005|Thaler & Knoflach 1995|Beron 2016	579|496|706
37236	47	Amaurobius sp.	Spilaio Voudli	88	Beron 2016	706
44129	47	Amaurobius sp.	Spilaio Vreikou	89	Beron 2016	706
47522	47	Amaurobius sp.	Spilaio Stylokamara	87	Beron 2016	706
66160	48	Amaurobius strandi Charitonov, 1937	Spilaio Koutouki	86	Bosmans & Chatzaki 2005|Thaler & Knoflach 1995|Beron 2016	579|496|706
68242	49	Amaurorhinus hauseri Osella, 1983	Spilaio Katafygi Dirou	14	Osella et al. 1993|Osella & Pogliano Osella 1986|Morrone & Hlaváč 2017|Hlaváč & Maughan 2013|Osella & Zuppa 1998|Beron 2016|Osella 1983	1218|1217|1168|1188|512|706|370
67870	50	Amblyiulus aphroditae (Attems, 1902)	Spilaio Chonos Sarchou	90	Lang 1964|Beron 2016	191|706
67871	51	Amblyiulus creticus (Verhoeff, 1901)	Spilaio Chonos Sarchou	90	Lang 1964|Strasser 1976|Beron 2016|Kime & Enghoff 2017	191|279|706|1259
22897	52	Amblyolpium graecum Mahnert, 1976	Spilaio Dimitras Melainas	91	Beron 2016|Mahnert 1976b|Harvey 1991	706|276|1193
22452	53	Amilenus aurantiacus (Simon, 1881)	Cave "Polu Trypes"	61	Roewer 1930|Beron 2016	64|706
34824	54	Amphipyra effusa Boisduval, 1828	Spilaio Kontylos	92	Alexiou et al. 2014	681
34825	54	Amphipyra effusa Boisduval, 1828	Spilaio Agiou Athanasiou	93	Alexiou et al. 2014	681
34826	54	Amphipyra effusa Boisduval, 1828	Spilaio Neraidospilia	94	Alexiou et al. 2014	681
34827	54	Amphipyra effusa Boisduval, 1828	Spilaio Nerospilia	78	Beron 2016	706
61206	54	Amphipyra effusa Boisduval, 1828	Spilaio Agias Triadas	37	Beron 2016	706
65802	54	Amphipyra effusa Boisduval, 1828	Spilaio Maroneias	80	Beron et al. 2004|Beron 2016|Beshkov & Wegner 2004	574|706|1171
47566	55	Anamastigona sp.	Spilaio Tymfis I	96	Beron 2016	706
55891	973	Anatella ankeli Plassmann, 1977	Spilaio Idaio Antro	124	Chandler et al. 2005	1253
63240	942	Anemadus creticus (Heyden, 1883)	Spilaio Tzani Spilios	136	Giachino & Vailati 1993|Beron 2016	477|706
63241	942	Anemadus creticus (Heyden, 1883)	Spilaio Diktaio Antro	16	Giachino & Vailati 1993|Beron 2016	477|706
39945	56	Anemadus graecus (Kraatz, 1870)	Spilaio Agion Theodoron	243	Giachino & Lana 2005|Giachino & Vailati 1993|Pretner 2011|Beron 2016	576|477|653|706
51756	56	Anemadus graecus (Kraatz, 1870)	Spilaio Kokkinou Vrachou	49	Ganglbauer 1896	14
65554	56	Anemadus graecus (Kraatz, 1870)	Spilaio Koufovounou	97	Beron et al. 2004|Guéorguiev 2004|Beron 2016	574|567|706
40859	57	Anemadus pellitus Reitter, 1885	Spilaio Anemotrypa	95	Bonzano & Calandri 1984	387
45026	57	Anemadus pellitus Reitter, 1885	Spilaio Limnon	32	Beron 2016|Giachino & Vailati 1993	706|477
51757	57	Anemadus pellitus Reitter, 1885	Spilaio Kokkinou Vrachou	49	Giachino & Vailati 1993|Beron 2016|Ganglbauer 1896	477|706|14
56707	57	Anemadus pellitus Reitter, 1885	Spilaio Aera	98	Casale & Vigna Taglianti 1990	459
38722	58	Anemadus sp.	Spilaio Anemotrypa	95	Beron 2016	706
39260	59	Anemadus strigosus (Kraatz, 1852)	Spilaio Megalo Spilaio	99	Giachino & Vailati 1993|Beron 2016	477|706
41400	60	Anopheles claviger (Meigen, 1804)	Underground aqueduct I, Afantou	100	Ghigi 1929|Bezzi 1929|Beron 2016	47|57|706
68869	61	Antrobythus perplexus Besuchet, 1993	Spilaio Agiou Ioanni	1	Hlaváč et al. 2008|Beron 2001|Beron 2016|Besuchet 1993	614|542|706|472
43073	62	Aphodius granarius (Linnaeus, 1767)	Spilaio Ellinospilios	101	Coiffait 1955|Beron 2016	134|706
15147	63	Apodemus epimelas Nehring, 1902	Spilaio Chrysopigis	102	Beron 2016|Lindberg 1955d	706|145
4381	65	Apopestes sp.	Spilaio Agiou Athanasiou	93	Alexiou et al. 2014	681
41640	65	Apopestes sp.	Spilaio Rachi I	103	Beron 2016|Lindberg 1955b	706|141
47348	65	Apopestes sp.	Spilaio Korykeio Antro	51	Alexiou et al. 2014	681
47610	65	Apopestes sp.	Spilaio Mayer	104	Di Russo et al. 2014|Alexiou et al. 2014	685|681
54139	66	Apopestes spectrum (Esper, 1787)	Lavrio mine galleries	5	Hanauer 1976	273
65994	67	Aporcelaimellus obtusicaudatus (Bastian, 1865)	Spilaio Kerateas	7	Du Preez 2017|Schuurmans Stekhoven & Mawson 1954|Beron 2016|Lindberg 1955d	722|126|706|145
36918	68	Aporrectodea caliginosa (Savigny, 1826)	Spilaio Kamilari	74	Omodeo 1956a|Beron 2016|Szederjesi et al. 2017	149|706|724
43817	68	Aporrectodea caliginosa (Savigny, 1826)	Spilaio Diktaio Antro	16	Szederjesi et al. 2017|Beron 2016|Omodeo 1956a	724|706|149
47725	68	Aporrectodea caliginosa (Savigny, 1826)	Spilaio Drakou	106	Szederjesi et al. 2017|Omodeo 1955	724|135
60881	68	Aporrectodea caliginosa (Savigny, 1826)	Spilaio Za	20	Szederjesi 2015|Szederjesi et al. 2017	696|724
36962	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Agias Triadas Tzagkarolon	107	Omodeo 1956a|Beron 2016	149|706
36963	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Koutrouli	52	Omodeo 1956a|Beron 2016	149|706
36966	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Foli Spilios	108	Omodeo 1956a|Beron 2016	149|706
36968	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Kamilari	74	Omodeo 1956a|Beron 2016	149|706
36970	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Kato Marathospilios	75	Omodeo 1956a|Beron 2016	149|706
37510	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Kamilari IΙ	109	Omodeo 1956a|Beron 2016	149|706
55000	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Agias Paraskevis	13	Omodeo 1956b|Beron 2016|Omodeo 1956a	153|706|149
59117	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Agias Sofias	22	Beron 2016|Omodeo 1956a	706|149
60882	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Za	20	Szederjesi et al. 2017|Szederjesi 2015	724|696
67389	69	Aporrectodea rosea (Savigny, 1826)	Spilaio Panagias Arkoudiotisas	68	Omodeo 1956a|Beron 2016	149|706
68243	71	Arctodiaptomus byzantinus Mann, 1940	Spilaio Katafygi Dirou	14	Beron 2016|Lindberg 1955d	706|145
48893	72	Armadillidium bicurvatum Verhoeff, 1901	Spilaio Mikri Grava	111	Strouhal 1966	205
48894	74	Armadillidium corcyraeum Verhoeff, 1901	Spilaio Mikri Grava	111	Strouhal 1966	205
56396	75	Armadillidium frontetriangulum Verhoeff, 1901	Spilaio Megali Grava	4	Strouhal 1966	205
20519	76	Armadillidium granulatum Brandt, 1833	Spilaio Spiliara Almyrou	114	Schmalfuss 1979|Schmalfuss 1972b|Beron 2016	317|248|706
68870	76	Armadillidium granulatum Brandt, 1833	Spilaio Agiou Ioanni	1	Beron 2016|Beron 1985	706|399
66338	77	Armadillidium kalamatense Verhoeff, 1907	Spilaio Glyfadas Dirou	29	Schmalfuss 2006	599
56986	78	Armadillidium vulgare (Latreille, 1804)	Spilaio Megali Grava	4	Strouhal 1966	205
56987	78	Armadillidium vulgare (Latreille, 1804)	Spilaio Mikri Grava	111	Strouhal 1966	205
57641	78	Armadillidium vulgare (Latreille, 1804)	Spilaio Drakotrypa	9	Schmalfuss 1975|Beron 2016	267|706
60070	78	Armadillidium vulgare (Latreille, 1804)	Spilaio Kyklopa	76	Schmalfuss 1981	340
5050	79	Armadillidium werneri Strouhal, 1927	Spilaio Palaiokastritsas	115	Strouhal 1956	148
56398	79	Armadillidium werneri Strouhal, 1927	Spilaio Megali Grava	4	Strouhal 1966	205
15205	80	Armadillo officinalis Duméril, 1816	Spilaio Spiliara Almyrou	114	Schmalfuss 1972b	248
71413	81	Asellus aquaticus (Linnaeus, 1758)	Spilaio Zoodochou Pigis I	71	Verovnik et al. 2005|Beron 1985|Di Russo & Rampini 2001|Gasparo 2009|Beron 2016|Sworobowicz  et al. 2015	1184|399|539|629|706|1288
65714	919	Astacus astacus (Linnaeus, 1758)	Spilaio Maara	118	Koutrakis et al. 2003	1185
55953	82	Atheta macroptera Bernhauer, 1913	Spilaio Apano Skalas	55	Beron 2016|Rémy 1951	706|118
3026	83	Atheta spelaea (Erichson, 1839)	Spilaio Paparadon	56	Lindberg 1955b|Beron 2016	141|706
57001	84	Attheyella crassa (Sars G.O., 1863)	Spilaio Panos	8	Beron 2016|Lindberg 1955d|Lindberg 1953a	706|145|121
57002	84	Attheyella crassa (Sars G.O., 1863)	Spilaio Zoodochou Pigis I	71	Beron 2016|Gasparo 2009	706|629
57003	84	Attheyella crassa (Sars G.O., 1863)	Spilaio Katafygi	116	Lindberg 1955d|Lindberg 1953a|Beron 2016	145|121|706
66161	85	Atticiella lindbergi Coiffait, 1955	Spilaio Koutouki	86	Coiffait 1955|Lindberg 1955b|Beron 2016	134|141|706
40761	86	Ausobskya sp.	Spilaio Evripidi	117	Beron 2016	706
61207	86	Ausobskya sp.	Spilaio Agias Triadas	37	Beron 2016	706
65715	896	Austropotamobius torrentium (Schrank, 1803)	Spilaio Maara	118	Koutrakis et al. 2005|Paragamian 1993|Koutrakis et al. 2003|Koutrakis et al. 2007|Subchev et al. 2007	583|1176|1185|601|602
54140	87	Autophila anaphanes Boursin, 1940	Lavrio mine galleries	5	Hanauer 1976	273
70594	88	Baetis sp.	Spilaio Melidoniou	58	Verrier 1956	155
65716	90	Balcanodiscus beroni A. Riedel, 1995	Spilaio Maara	118	Beron 2016|Riedel 1996|Riedel 1995	706|502|498
65803	91	Balcanodiscus cerberus A. Riedel, 1985	Spilaio Maroneias	80	Beron et al. 2004|Erőss et al. 2011|Riedel 1996|Riedel 1992|Reischütz 1988|Riedel 1988b|Reischütz 1986|Riedel 1985a|Paragamian et al. 2004|Beron 2016	574|648|502|465|439|438|419|406|1178|706
57012	92	Balcanodiscus difficilis A. Riedel, 1988	Spilaio Drakotrypa	38	Riedel 1985a|Riedel 1988b|Riedel 1992|Riedel 1996|Beron 2016	406|438|465|502|706
65555	93	Balcanodiscus frivaldskyanus (Rossmässler, 1842)	Spilaio Koufovounou	97	Beron et al. 2004|Beron 2016|Riedel 1996|Riedel 1992|Riedel 1988b|Riedel 1985a|Riedel 1969	574|706|502|465|438|406|218
38895	94	Balcanodiscus sp.	Spilaio Alistratis	59	Beron 2016	706
38896	95	Balkanopetalum bulgaricum Stoev & Enghoff, 2003	Spilaio Alistratis	59	Stagl & Stoev 2005|Beron 2016	580|706
52543	95	Balkanopetalum bulgaricum Stoev & Enghoff, 2003	Spilaio Agiou Georgiou	454	Stagl & Stoev 2005	580
62826	96	Balkanopetalum graecum Stoev & Enghoff, 2003	Spilaio Folia Drakou	119	Beron 2016|Stoev & Enghoff 2003|Beron et al. 2011	706|555|1208
62827	96	Balkanopetalum graecum Stoev & Enghoff, 2003	Spilaio  Pachnis	121	Beron et al. 2011|Beron 2016|Stoev & Enghoff 2003	1208|706|555
65953	96	Balkanopetalum graecum Stoev & Enghoff, 2003	Spilaio Trypa Pachnis	120	Stoev & Enghoff 2003|Beron et al. 2011|Beron 2016	555|1208|706
71577	997	Barbastella barbastellus (Schreber, 1774)	Spilaio Katavothra Oitis	242	Paunovic et al. 2003|Helversen & Weid 1990	1290|456
65717	920	Barbus cyclolepis Heckel, 1837	Spilaio Maara	118	Koutrakis et al. 2003|Paragamian 1993	1185|1176
62159	97	Barusia laconica (Brignoli, 1974)	Spilaio Agias Sofias	36	Bosmans & Chatzaki 2005|Naumova et al. 2016|Beron 2016|Brignoli 1979b|Brignoli 1979a	579|708|706|323|320
66339	97	Barusia laconica (Brignoli, 1974)	Spilaio Glyfadas Dirou	29	Bosmans & Chatzaki 2005|Naumova et al. 2016|Brignoli 1974b|Brignoli 1979a|Brignoli 1979b|Beron 2016	579|708|262|320|323|706
66897	98	Basilia mongolensis Theodor, 1966	Spilaio Katholikou	21	Ševčík et al. 2013	665
17399	99	Bathytropa granulata Aubert & Dollfus, 1890	Spilaio Fantaxospiliara	189	Beron 2016|Vandel 1968	706|213
